date,from,subject,job_title,snippet,link,gmail_msg_id,it_score,ops_score,maint_score,best_track,cv_recommendation,top_score,cv_boost,final_score,match_reasons,raw_email_link,job_url,link_status,claude_match_pct,claude_analysis,claude_cv_track,claude_error,claude_raw_response
"Mon, 23 Feb 2026 15:18:04 +0000 (UTC)",LinkedIn <jobs-noreply@linkedin.com>,מקומות תעסוקה חדשים דומים ל מהנדס/ת מצוינות תפעולית - at PepsiCo,מקומות תעסוקה בסגנון של מהנדס/ת מצוינות תפעולית at PepsiCo,מקומות תעסוקה בסגנון של מהנדס/ת מצוינות תפעולית at PepsiCo https://www.linkedin.com/comm/jobs/view/4353192006?refId=QOwxBrfFSAqDwx1%2B15TiBQ%3D%3D&trackingId=TGX8CZrwQWCq8YSxAZJn%2FA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_viewed_job_reminder_01%3BliuLn%,https://mail.google.com/mail/u/0/#all/19c8b144aca82eee,19c8b144aca82eee,10,82,14,תפעול,קורות חיים - תפעול,82,4,75,"תפעולית, com",https://www.linkedin.com/comm/jobs/view/4353192006?refId=QOwxBrfFSAqDwx1%2B15TiBQ%3D%3D&trackingId=TGX8CZrwQWCq8YSxAZJn%2FA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_viewed_job_reminder_01%3BliuLn%2B09SW6UFXlRhb4%2F2A%3D%3D&midToken=AQGL6FCHbo1H8Q&midSig=1fpoyR2dJSCY81&trk=eml-email_jobs_viewed_job_reminder_01-null-0-null&trkEmail=eml-email_jobs_viewed_job_reminder_01-null-0-null-null-go7naj~mlzbm3dp~9c-null-null&eid=go7naj-mlzbm3dp-9c&otpToken=MTMwNTFlZTgxMzJjY2ZjN2IzMjcwZmViNDExOWU2YmM4YWM3ZDg0OTlkYWY4ZDYyN2JjNjA0Njg0ODVjNWJmYWYyZGNkMGU5NDRjNmM2ZDkwNGE3YzliZmM0MjM3OTk4MWJhYmQ4NzYzMzMxN2U0YzZlOWRmMmQxLDEsMQ%3D%3D,https://www.linkedin.com/comm/jobs/view/4353192006?refId=QOwxBrfFSAqDwx1%2B15TiBQ%3D%3D&trackingId=TGX8CZrwQWCq8YSxAZJn%2FA%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_viewed_job_reminder_01%3BliuLn%2B09SW6UFXlRhb4%2F2A%3D%3D&midToken=AQGL6FCHbo1H8Q&midSig=1fpoyR2dJSCY81&trk=eml-email_jobs_viewed_job_reminder_01-null-0-null&trkEmail=eml-email_jobs_viewed_job_reminder_01-null-0-null-null-go7naj~mlzbm3dp~9c-null-null&eid=go7naj-mlzbm3dp-9c&otpToken=MTMwNTFlZTgxMzJjY2ZjN2IzMjcwZmViNDExOWU2YmM4YWM3ZDg0OTlkYWY4ZDYyN2JjNjA0Njg0ODVjNWJmYWYyZGNkMGU5NDRjNmM2ZDkwNGE3YzliZmM0MjM3OTk4MWJhYmQ4NzYzMzMxN2U0YzZlOWRmMmQxLDEsMQ%3D%3D,resolved,72,"Strong operational foundation but requires industry transition training for manufacturing environment. | חוזקות: 20+ years operations management in media, Team leadership and process optimization, Real-time decision making under pressure | פערים: No manufacturing/production experience, Limited exposure to PepsiCo industry",תפעול,,"{""match_pct"": 72, ""recommended_cv_track"": ""תפעול"", ""strengths"": [""20+ years operations management in media"", ""Team leadership and process optimization"", ""Real-time decision making under pressure""], ""gaps"": [""No manufacturing/production experience"", ""Limited exposure to PepsiCo industry""], ""recommendation"": ""Strong operational foundation but requires industry transition training for manufacturing environment."", ""reasoning"": ""Excellent operational management skills transfer well, but media product"
24 Feb 2026 18:00:58 +0200,AllJobs <AllJobs@alljob.co.il>,כל המשרות שעלו היום ב-AllJobs ויכולות להתאים לך,איש תמיכה טכנית למשתמשי קצה. IT Support Help desk,"מחשבים ורשתות איזור: דרום סוג/היקף: הכל איש תמיכה טכנית למשתמשי קצה. IT Support Help desk חברה: אלטק מחשוב לע... | אזור: דרום > משרה אחת לצפייה במשרה עבור תחום חיפוש: אחזקה ואנשי מקצוע איזור: דרום סוג/היקף: משרה מלאה, איש תחזוקה למערכות קירור בחברה מובילה חברה",https://mail.google.com/mail/u/0/#all/19c90621f7aa1d8d,19c90621f7aa1d8d,38,8,28,IT,קורות חיים - IT,38,20,70,"למשתמשי, support, ורשתות, מחשבים, מחשוב, תמיכה, טכנית, מלאה, help, איש",http://www.alljobs.co.il/User/MailsRedirect/DailyMailRedirect_with_DL.aspx?UserID=4282666&JobID=8558249_910243522_DailyABTesting1&Key=LgpbGqTLvy0pvKndle73dg&utm_source=job%20seekers%20notification&utm_medium=email&utm_content=Daily%20Summary&utm_campaign=Jobs&P=/Search/UploadSingle.aspx,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8558249,resolved,85,"Strong fit for Help Desk role; candidate has extensive relevant experience and technical skills required. | חוזקות: 9 years hands-on IT support and troubleshooting experience, Strong technical foundation in Windows, networks, and Microsoft 365, Proven ability to manage end-users and work under pressure | פערים: No mention of ticketing systems or ITSM tools, Limited infrastructure/server management experience shown",IT,,"{""match_pct"": 85, ""recommended_cv_track"": ""IT"", ""strengths"": [""9 years hands-on IT support and troubleshooting experience"", ""Strong technical foundation in Windows, networks, and Microsoft 365"", ""Proven ability to manage end-users and work under pressure""], ""gaps"": [""No mention of ticketing systems or ITSM tools"", ""Limited infrastructure/server management experience shown""], ""recommendation"": ""Strong fit for Help Desk role; candidate has extensive relevant experience and technical skills require"
2 Mar 2026 18:00:46 +0200,AllJobs <AllJobs@alljob.co.il>,כל המשרות שעלו היום ב-AllJobs ויכולות להתאים לך,איש תמיכה טכנית למשתמשי קצה. IT Support Help desk,"מחשבים ורשתות איזור: דרום סוג/היקף: הכל איש תמיכה טכנית למשתמשי קצה. IT Support Help desk חברה: אלטק מחשוב לע... | אזור: דרום > משרה אחת לצפייה במשרה עבור תחום חיפוש: אחזקה ואנשי מקצוע איזור: דרום סוג/היקף: משרה מלאה, 55 שקלים לשעה! איש אחזקה עם ידע באינסטלציה",https://mail.google.com/mail/u/0/#all/19caf48141ea7fb4,19caf48141ea7fb4,34,0,24,IT,קורות חיים - IT,34,20,69,"למשתמשי, support, ורשתות, מחשבים, מחשוב, תמיכה, טכנית, מלאה, help, ידע",http://www.alljobs.co.il/User/MailsRedirect/DailyMailRedirect_with_DL.aspx?UserID=4282666&JobID=8558249_911333824_DailyABTesting1&Key=LgpbGqTLvy0pvKndle73dg&utm_source=job%20seekers%20notification&utm_medium=email&utm_content=Daily%20Summary&utm_campaign=Jobs&P=/Search/UploadSingle.aspx,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8558249,resolved,85,"Strong fit for Help Desk role; consider highlighting ticketing system experience if available. | חוזקות: 9 years hands-on IT support and troubleshooting experience, Strong Windows, Microsoft 365, and networking knowledge, Proven ability to work under pressure with team leadership | פערים: No mention of ticketing systems or ITSM tools, Limited enterprise infrastructure management experience",IT,,"{""match_pct"": 85, ""recommended_cv_track"": ""IT"", ""strengths"": [""9 years hands-on IT support and troubleshooting experience"", ""Strong Windows, Microsoft 365, and networking knowledge"", ""Proven ability to work under pressure with team leadership""], ""gaps"": [""No mention of ticketing systems or ITSM tools"", ""Limited enterprise infrastructure management experience""], ""recommendation"": ""Strong fit for Help Desk role; consider highlighting ticketing system experience if available."", ""reasoning"": ""CV dem"
"Fri, 20 Feb 2026 07:18:03 +0000 (UTC)","""‏LinkedIn התראות עבודה"" <jobalerts-noreply@linkedin.com>",‏“‏Project Manager‏”: ‏PB Israel‏ - ‏	איש/אשת לוחות זמנים (Planner / Scheduler)‏ ‏ועוד‏,התראת העבודה שלך עבור ⁦⁩‏Project Manager‏,"התראת העבודה שלך עבור ‏Project Manager‏ ב ‏Yavne‏ ‏משרות חדשות תואמות‏ את ההעדפות שלך. איש/אשת לוחות זמנים (Planner / Scheduler) PB Israel Tel Aviv District, Israel חברה זו מגייסת בפועל צפייה במשרה: https://www.linkedin.com/comm/jobs/view/4375181756/?trackingI",https://mail.google.com/mail/u/0/#all/19c79e9eb7acf7a5,19c79e9eb7acf7a5,14,74,0,תפעול,קורות חיים - תפעול,74,4,67,"זמנים, com",https://www.linkedin.com/comm/jobs/view/4375181756/?trackingId=G6nuPIMytgpeKkSN%2FK9Oug%3D%3D&refId=R0DxcJ4mPfE5e9pfK7PEeg%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BNKe%2FIsGFRQW7W511gTcvEg%3D%3D&midToken=AQGL6FCHbo1H8Q&midSig=0Q8rs7bmeSyc81&trk=eml-email_job_alert_digest_01-primary_job_list-0-company_logo_0_jobid_4375181756_ssid_8373157130_fmid_go7naj~mluk5960~sf&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-company_logo_0_jobid_4375181756_ssid_8373157130_fmid_go7naj~mluk5960~sf-null-go7naj~mluk5960~sf-null-null&eid=go7naj-mluk5960-sf&otpToken=MTMwNTFlZTgxMzJjY2ZjN2IzMjcwZmViNDExOWU2YjE4OGNmZDg0OTliYTg4ZjY4N2JjNjA0Njg0ODVjNWJmYWYyZGNkMGU5N2JjMWIwODc0MmI5ZjBhYWZiNTQ0NjliYjhlNmNiMjdlOTNiMWJiMTFhZjA1MDJjLDEsMQ%3D%3D,https://www.linkedin.com/comm/jobs/view/4375181756/?trackingId=G6nuPIMytgpeKkSN%2FK9Oug%3D%3D&refId=R0DxcJ4mPfE5e9pfK7PEeg%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3BNKe%2FIsGFRQW7W511gTcvEg%3D%3D&midToken=AQGL6FCHbo1H8Q&midSig=0Q8rs7bmeSyc81&trk=eml-email_job_alert_digest_01-primary_job_list-0-company_logo_0_jobid_4375181756_ssid_8373157130_fmid_go7naj~mluk5960~sf&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-company_logo_0_jobid_4375181756_ssid_8373157130_fmid_go7naj~mluk5960~sf-null-go7naj~mluk5960~sf-null-null&eid=go7naj-mluk5960-sf&otpToken=MTMwNTFlZTgxMzJjY2ZjN2IzMjcwZmViNDExOWU2YjE4OGNmZDg0OTliYTg4ZjY4N2JjNjA0Njg0ODVjNWJmYWYyZGNkMGU5N2JjMWIwODc0MmI5ZjBhYWZiNTQ0NjliYjhlNmNiMjdlOTNiMWJiMTFhZjA1MDJjLDEsMQ%3D%3D,resolved,65,"Candidate is overqualified for PM role; consider senior operations positions instead. | חוזקות: 20+ years operations management experience, Strong team leadership and crisis management, End-to-end process ownership and execution | פערים: Job posting lacks detailed requirements, Limited project management methodology mention",תפעול,,"{""match_pct"": 65, ""recommended_cv_track"": ""תפעול"", ""strengths"": [""20+ years operations management experience"", ""Strong team leadership and crisis management"", ""End-to-end process ownership and execution""], ""gaps"": [""Job posting lacks detailed requirements"", ""Limited project management methodology mention""], ""recommendation"": ""Candidate is overqualified for PM role; consider senior operations positions instead."", ""reasoning"": ""CV shows extensive operations leadership but job posting is vague; can"
"Sat, 7 Mar 2026 15:17:52 +0000 (UTC)",LinkedIn <jobs-noreply@linkedin.com>,מקומות תעסוקה חדשים דומים ל Operations Coordinator - at WAXMAN GROUP,מקומות תעסוקה בסגנון של Operations Coordinator at WAXMAN GROUP,מקומות תעסוקה בסגנון של Operations Coordinator at WAXMAN GROUP https://www.linkedin.com/comm/jobs/view/4380934866?refId=9ZiZhBK5RSicVFmgWcbi7w%3D%3D&trackingId=mJeawGKzSHyjvS1r2c4I%2FQ%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_viewed_job_reminder_01%3BBcW5,https://mail.google.com/mail/u/0/#all/19cc8e06161239d6,19cc8e06161239d6,10,70,0,תפעול,קורות חיים - תפעול,70,2,66,com,https://www.linkedin.com/comm/jobs/view/4380934866?refId=9ZiZhBK5RSicVFmgWcbi7w%3D%3D&trackingId=mJeawGKzSHyjvS1r2c4I%2FQ%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_viewed_job_reminder_01%3BBcW58zsEQieylUTijOGmwA%3D%3D&midToken=AQGL6FCHbo1H8Q&midSig=2QXLir6uPRTI81&trk=eml-email_jobs_viewed_job_reminder_01-null-0-null&trkEmail=eml-email_jobs_viewed_job_reminder_01-null-0-null-null-go7naj~mmggwb1f~wv-null-null&eid=go7naj-mmggwb1f-wv&otpToken=MTMwNTFlZTgxMzJjY2ZjN2IzMjcwZmViNDExOWU1YmM4NmM4ZDY0Njk4YTc4YjZjN2JjNjA0Njg0ODVjNWJmYWYyZGNkMGU5NDhlYmZmZWI1OThjZDhhOTFmMWVkMGRjZDQ5ZWJhOTcxYmRkNDYzYWZhYzg1YTNiLDEsMQ%3D%3D,https://www.linkedin.com/comm/jobs/view/4380934866?refId=9ZiZhBK5RSicVFmgWcbi7w%3D%3D&trackingId=mJeawGKzSHyjvS1r2c4I%2FQ%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_viewed_job_reminder_01%3BBcW58zsEQieylUTijOGmwA%3D%3D&midToken=AQGL6FCHbo1H8Q&midSig=2QXLir6uPRTI81&trk=eml-email_jobs_viewed_job_reminder_01-null-0-null&trkEmail=eml-email_jobs_viewed_job_reminder_01-null-0-null-null-go7naj~mmggwb1f~wv-null-null&eid=go7naj-mmggwb1f-wv&otpToken=MTMwNTFlZTgxMzJjY2ZjN2IzMjcwZmViNDExOWU1YmM4NmM4ZDY0Njk4YTc4YjZjN2JjNjA0Njg0ODVjNWJmYWYyZGNkMGU5NDhlYmZmZWI1OThjZDhhOTFmMWVkMGRjZDQ5ZWJhOTcxYmRkNDYzYWZhYzg1YTNiLDEsMQ%3D%3D,resolved,65,"Strong operational background but limited job details prevent full assessment; request complete job description. | חוזקות: 20+ years operations management experience, Team leadership and process optimization skills, Technical infrastructure and troubleshooting expertise | פערים: Job posting lacks detailed requirements, No specific industry match mentioned",תפעול,,"{""match_pct"": 65, ""recommended_cv_track"": ""תפעול"", ""strengths"": [""20+ years operations management experience"", ""Team leadership and process optimization skills"", ""Technical infrastructure and troubleshooting expertise""], ""gaps"": [""Job posting lacks detailed requirements"", ""No specific industry match mentioned""], ""recommendation"": ""Strong operational background but limited job details prevent full assessment; request complete job description."", ""reasoning"": ""CV shows excellent operations credenti"
3 Mar 2026 17:13:34 +0200,"""הסוכנת מדרושים IL"" <alerts@drushim.co.il>",משרה חדשה! מנהל/ת אגף תפעול לחברה תעשייתית,מנהל/ת אגף תפעול לחברה תעשייתית,"ל, סמנכ""ל/ית תפעול בקריית גת 30 ק""מ --> מנהל/ת אגף תפעול לחברה תעשייתית ביודאטה HR קריית גת משרה מלאה 5-6 שנים תיאור התפקיד: לחברה יצרנית השייכת לקבוצת חברות ציבוריות גדולה דרוש/ה מנהל אגף תפעול אחריות כוללת על ניהול המפעל עם מספר קווי ייצור שונים. הובלת מנהלי",https://mail.google.com/mail/u/0/#all/19cb442fcf6c7b65,19cb442fcf6c7b65,0,70,10,תפעול,קורות חיים - תפעול,70,14,66,"אחריות, ייצור, הובלת, תפעול, ניהול, מלאה, מנהל",https://www.drushim.co.il/job/36250046/4ce16bcd/?sag=1&tid=7&ac=2611647&utm_source=alerts&utm_campaign=openall&utm_medium=email&sct=3500d31f-fdc4-4edc-b3f8-2aa82515727d&utm_content=gmail.com&ref=34&dtt=2bf99b8e-7a75-48a5-ba0f-efea5f7d2274&platinum=false,https://www.drushim.co.il/job/36250046/4ce16bcd/?sag=1&tid=7&ac=2611647&utm_source=alerts&utm_campaign=openall&utm_medium=email&sct=3500d31f-fdc4-4edc-b3f8-2aa82515727d&utm_content=gmail.com&ref=34&dtt=2bf99b8e-7a75-48a5-ba0f-efea5f7d2274&platinum=false,resolved,65,"Candidate has strong operations fundamentals but lacks specific manufacturing and multi-line production experience required. | חוזקות: 20+ years operations management experience, Team leadership and process optimization skills, Real-time decision making under pressure | פערים: Manufacturing/industrial production experience, Multi-line production facility management",תפעול,,"{""match_pct"": 65, ""recommended_cv_track"": ""תפעול"", ""strengths"": [""20+ years operations management experience"", ""Team leadership and process optimization skills"", ""Real-time decision making under pressure""], ""gaps"": [""Manufacturing/industrial production experience"", ""Multi-line production facility management""], ""recommendation"": ""Candidate has strong operations fundamentals but lacks specific manufacturing and multi-line production experience required."", ""reasoning"": ""Media production operations "
28 Feb 2026 20:31:11 +0200,"""הסוכנת מדרושים IL"" <alerts@drushim.co.il>",משרה חדשה! מנהל/ת אגף תפעול לחברה תעשייתית,מנהל/ת אגף תפעול לחברה תעשייתית,"ל, סמנכ""ל/ית תפעול בקריית גת 30 ק""מ --> מנהל/ת אגף תפעול לחברה תעשייתית ביודאטה HR קריית גת משרה מלאה 5-6 שנים תיאור התפקיד: לחברה יצרנית השייכת לקבוצת חברות ציבוריות גדולה דרוש/ה מנהל אגף תפעול אחריות כוללת על ניהול המפעל עם מספר קווי ייצור שונים. הובלת מנהלי",https://mail.google.com/mail/u/0/#all/19ca584ea01c89c3,19ca584ea01c89c3,0,70,10,תפעול,קורות חיים - תפעול,70,14,66,"אחריות, ייצור, הובלת, תפעול, ניהול, מלאה, מנהל",https://www.drushim.co.il/job/36250046/4ce16bcd/?sag=1&tid=7&ac=2611647&utm_source=alerts&utm_campaign=openall&utm_medium=email&sct=3500d31f-fdc4-4edc-b3f8-2aa82515727d&utm_content=gmail.com&ref=34&dtt=eaedc18f-969e-4c62-af8c-20cda5c24ab6&platinum=false,https://www.drushim.co.il/job/36250046/4ce16bcd/?sag=1&tid=7&ac=2611647&utm_source=alerts&utm_campaign=openall&utm_medium=email&sct=3500d31f-fdc4-4edc-b3f8-2aa82515727d&utm_content=gmail.com&ref=34&dtt=eaedc18f-969e-4c62-af8c-20cda5c24ab6&platinum=false,resolved,65,"Candidate has strong operations fundamentals but lacks specific manufacturing and multi-line production experience required. | חוזקות: 20+ years operations management experience, Team leadership and process optimization skills, Real-time decision making under pressure | פערים: Manufacturing/industrial production experience, Multi-line production facility management",תפעול,,"{""match_pct"": 65, ""recommended_cv_track"": ""תפעול"", ""strengths"": [""20+ years operations management experience"", ""Team leadership and process optimization skills"", ""Real-time decision making under pressure""], ""gaps"": [""Manufacturing/industrial production experience"", ""Multi-line production facility management""], ""recommendation"": ""Candidate has strong operations fundamentals but lacks specific manufacturing and multi-line production experience required."", ""reasoning"": ""Media production operations "
1 Feb 2026 18:12:37 +0200,"""הסוכנת מדרושים IL"" <alerts@drushim.co.il>",משרה חדשה! מנהל/ת אגף תפעול לחברה תעשייתית,מנהל/ת אגף תפעול לחברה תעשייתית,"ל, סמנכ""ל/ית תפעול בקריית גת 30 ק""מ --> מנהל/ת אגף תפעול לחברה תעשייתית ביודאטה HR קריית גת משרה מלאה 5-6 שנים תיאור התפקיד: לחברה יצרנית השייכת לקבוצת חברות ציבוריות גדולה דרוש/ה מנהל אגף תפעול אחריות כוללת על ניהול המפעל עם מספר קווי ייצור שונים. הובלת מנהלי",https://mail.google.com/mail/u/0/#all/19c19fa459d4a98d,19c19fa459d4a98d,0,70,10,תפעול,קורות חיים - תפעול,70,14,66,"אחריות, הובלת, תפעול, ייצור, ניהול, מלאה, מנהל",https://www.drushim.co.il/job/35926932/50d6c565/?sag=1&tid=7&ac=2611647&utm_source=alerts&utm_campaign=openall&utm_medium=email&sct=3500d31f-fdc4-4edc-b3f8-2aa82515727d&utm_content=gmail.com&ref=34&dtt=baf8e9cc-958e-473f-a8ac-ce4838950ca5&platinum=false,https://www.drushim.co.il/job/35926932/50d6c565/?sag=1&tid=7&ac=2611647&utm_source=alerts&utm_campaign=openall&utm_medium=email&sct=3500d31f-fdc4-4edc-b3f8-2aa82515727d&utm_content=gmail.com&ref=34&dtt=baf8e9cc-958e-473f-a8ac-ce4838950ca5&platinum=false,resolved,65,"Candidate has strong operations fundamentals but lacks specific manufacturing and multi-line production experience required. | חוזקות: 20+ years operations management experience, Team leadership and process optimization skills, Real-time decision making under pressure | פערים: Manufacturing/industrial production experience, Multi-line production facility management",תפעול,,"{""match_pct"": 65, ""recommended_cv_track"": ""תפעול"", ""strengths"": [""20+ years operations management experience"", ""Team leadership and process optimization skills"", ""Real-time decision making under pressure""], ""gaps"": [""Manufacturing/industrial production experience"", ""Multi-line production facility management""], ""recommendation"": ""Candidate has strong operations fundamentals but lacks specific manufacturing and multi-line production experience required."", ""reasoning"": ""Media production operations "
2 Feb 2026 18:00:38 +0200,AllJobs <AllJobs@alljob.co.il>,כל המשרות שעלו היום ב-AllJobs ויכולות להתאים לך,55 שקלים לשעה! איש אחזקה עם ידע באינסטלציה למחלקת אחזקה לקיבוץ ליד נתיבות!,"מקצוע איזור: דרום סוג/היקף: משרה מלאה, 55 שקלים לשעה! איש אחזקה עם ידע באינסטלציה למחלקת אחזקה לקיבוץ ליד נתיבות! חברה: אחר | אזור: דרום > 10K אחראי /ת ענף נוי לקיבוץ ליד אופקים! חברה: אחר | אזור: דרום > שכר גבוה! איש אחזקה לקיבוץ ליד אופקים! חברה: אחר | אזור",https://mail.google.com/mail/u/0/#all/19c1f15d126f1a7a,19c1f15d126f1a7a,0,4,20,אחזקה,שלום חכמון - אחזקה,20,4,63,"אחזקה, איש",http://www.alljobs.co.il/User/MailsRedirect/DailyMailRedirect_with_DL.aspx?UserID=4282666&JobID=8528282_906207575_DailyABTesting1&Key=fqSLpXUxuikulrc3yj+2w&utm_source=job%20seekers%20notification&utm_medium=email&utm_content=Daily%20Summary&utm_campaign=Jobs&P=/Search/UploadSingle.aspx,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8528282,resolved,82,"מועמד מתאים עם ידע רלוונטי וכוונה ברורה לשינוי קריירה לתפקיד אחזקה. | חוזקות: ניסיון מעשי בתחזוקה ותיקונים ביתיים, ידע באינסטלציה קלה וחשמל בסיסי, ניסיון ניהולי עם אחריות גבוהה וסדר | פערים: חוסר ניסיון תעסוקתי רשמי בתפקיד אחזקה, אין הזכר של הסמכות או קורסים מקצועיים",אחזקה,,"{""match_pct"": 82, ""recommended_cv_track"": ""אחזקה"", ""strengths"": [""ניסיון מעשי בתחזוקה ותיקונים ביתיים"", ""ידע באינסטלציה קלה וחשמל בסיסי"", ""ניסיון ניהולי עם אחריות גבוהה וסדר""], ""gaps"": [""חוסר ניסיון תעסוקתי רשמי בתפקיד אחזקה"", ""אין הזכר של הסמכות או קורסים מקצועיים""], ""recommendation"": ""מועמד מתאים עם ידע רלוונטי וכוונה ברורה לשינוי קריירה לתפקיד אחזקה."", ""reasoning"": ""הכישורים המעשיים והניסיון הניהולי תואמים את דרישות התפקיד בקיבוץ.""}"
3 Mar 2026 18:01:03 +0200,AllJobs <AllJobs@alljob.co.il>,כל המשרות שעלו היום ב-AllJobs ויכולות להתאים לך,איש אחזקה,"מקצוע איזור: דרום סוג/היקף: משרה מלאה, איש אחזקה חברה: אחר | אזור: דרום > משרה אחת לצפייה במשרה המשרות אליהן פנית לא שלחת קורות חיים היום. להשגת תוצאות טובות יותר, מומלץ לעבור על הגדרות החיפוש שלך ולעדכן במידת הצורך. תזמון דיוורים הגדרות חיפוש צור קשר 077- 6-",https://mail.google.com/mail/u/0/#all/19cb46eb967e3c63,19cb46eb967e3c63,0,0,20,אחזקה,שלום חכמון - אחזקה,20,4,60,"אחזקה, איש",http://www.alljobs.co.il/User/MailsRedirect/DailyMailRedirect_with_DL.aspx?UserID=4282666&JobID=8566671_911496653_DailyABTesting1&Key=cNGx4ige+I0JCWfxUAP9EQ&utm_source=job%20seekers%20notification&utm_medium=email&utm_content=Daily%20Summary&utm_campaign=Jobs&P=/Search/UploadSingle.aspx,https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8566671,resolved,78,"מועמד מתאים עם ניסיון מעשי רלוונטי וכישורים ניהוליים חזקים. | חוזקות: ניסיון מעשי בתחזוקה ותיקונים ביתיים, ניסיון ניהולי עשיר עם אחריות גבוהה, תקשורת טובה ויכולת פתרון בעיות | פערים: חסר פרטים על הסמכות חשמל/בטיחות, לא ברור אם יש ניסיון בתחזוקה תעשייתית",אחזקה,,"{""match_pct"": 78, ""recommended_cv_track"": ""אחזקה"", ""strengths"": [""ניסיון מעשי בתחזוקה ותיקונים ביתיים"", ""ניסיון ניהולי עשיר עם אחריות גבוהה"", ""תקשורת טובה ויכולת פתרון בעיות""], ""gaps"": [""חסר פרטים על הסמכות חשמל/בטיחות"", ""לא ברור אם יש ניסיון בתחזוקה תעשייתית""], ""recommendation"": ""מועמד מתאים עם ניסיון מעשי רלוונטי וכישורים ניהוליים חזקים."", ""reasoning"": ""CV מתאים לתפקיד אחזקה עם ניסיון בתחזוקה ביתית וכישורים ניהוליים, אך חסרים פרטים על הסמכות וניסיון בתחזוקה מקצועית.""}"
